/* Vol 4483, No 2: 21 Sept. 2018 */	3966	104163446	2	5106968	Gebruiker:Joopwiki/Zootaxa ToDO List	2018-09-25T13:10:24Z	"<a href=""/wiki/Gebruiker:Joopwiki/Zootaxa_ToDO_List#Vol_4483,_No_2:_21_Sept._2018"" title=""Gebruiker:Joopwiki/Zootaxa ToDO List"">→</a>‎<span dir=""auto""><span class=""autocomment"">Vol 4483, No 2: 21 Sept. 2018</span></span>"	104399	52342928	52341989		Joopwiki	edit	52342928	3966	[]
	5374	104172815	2	5106968	Gebruiker:Joopwiki/Zootaxa ToDO List	2018-09-26T11:43:51Z		104399	52347734	52342928		Joopwiki	edit	52347734	3966	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	910	104188380	0	3177918	Cuthona viridis	2018-09-27T20:47:38Z	"<a href=""/wiki/Cuthona_viridis#top"" title=""Cuthona viridis"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355904	45891030	Joopwiki	918	52355904	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	899	104188382	0	3177916	Cuthona virens	2018-09-27T20:47:39Z	"<a href=""/wiki/Cuthona_virens#top"" title=""Cuthona virens"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355906	37276979	Joopwiki	907	52355906	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	923	104188383	0	3177914	Cuthona veronicae	2018-09-27T20:47:41Z	"<a href=""/wiki/Cuthona_veronicae#top"" title=""Cuthona veronicae"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355907	37276977	Joopwiki	931	52355907	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	995	104188379	0	3177920	Cuthona willani	2018-09-27T20:47:36Z	"<a href=""/wiki/Cuthona_willani#top"" title=""Cuthona willani"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355903	35544463	Joopwiki	1003	52355903	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	897	104188384	0	3177912	Cuthona valentini	2018-09-27T20:47:42Z	"<a href=""/wiki/Cuthona_valentini#top"" title=""Cuthona valentini"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355908	35544449	Joopwiki	905	52355908	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	889	104188386	0	3177910	Cuthona tina	2018-09-27T20:47:43Z	"<a href=""/wiki/Cuthona_tina#top"" title=""Cuthona tina"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355909	37276974	Joopwiki	897	52355909	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	987	104188387	0	3177908	Cuthona thompsoni	2018-09-27T20:47:45Z	"<a href=""/wiki/Cuthona_thompsoni#top"" title=""Cuthona thompsoni"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355910	35544445	Joopwiki	995	52355910	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (2), clade1 → orde met [[Project:AWB|AWB]]	966	104188390	0	3177759	Cuthona abronia	2018-09-27T20:47:56Z	"<a href=""/wiki/Cuthona_abronia#top"" title=""Cuthona abronia"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (2), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355913	52355879	Joopwiki	972	52355913	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (2), clade1 → orde met [[Project:AWB|AWB]]	971	104188391	0	3177763	Cuthona albocrusta	2018-09-27T20:48:00Z	"<a href=""/wiki/Cuthona_albocrusta#top"" title=""Cuthona albocrusta"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (2), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355914	52355881	Joopwiki	977	52355914	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	919	104188392	0	3177765	Cuthona albopunctata	2018-09-27T20:48:02Z	"<a href=""/wiki/Cuthona_albopunctata#top"" title=""Cuthona albopunctata"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355915	35544233	Joopwiki	927	52355915	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	920	104188393	0	3177767	Gestippelde knotsslak	2018-09-27T20:48:04Z	"<a href=""/wiki/Gestippelde_knotsslak#top"" title=""Gestippelde knotsslak"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355916	46889517	Joopwiki	928	52355916	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	910	104188394	0	3177769	Cuthona antarctica	2018-09-27T20:48:05Z	"<a href=""/wiki/Cuthona_antarctica#top"" title=""Cuthona antarctica"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355917	35544240	Joopwiki	918	52355917	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	905	104188395	0	3177771	Cuthona anulata	2018-09-27T20:48:07Z	"<a href=""/wiki/Cuthona_anulata#top"" title=""Cuthona anulata"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355918	49037036	Joopwiki	913	52355918	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	927	104188396	0	3177773	Cuthona barbadiana	2018-09-27T20:48:08Z	"<a href=""/wiki/Cuthona_barbadiana#top"" title=""Cuthona barbadiana"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355919	35544247	Joopwiki	935	52355919	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	933	104188397	0	3177777	Cuthona behrensi	2018-09-27T20:48:09Z	"<a href=""/wiki/Cuthona_behrensi#top"" title=""Cuthona behrensi"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355920	35544255	Joopwiki	941	52355920	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	883	104188398	0	3177779	Cuthona berghi	2018-09-27T20:48:13Z	"<a href=""/wiki/Cuthona_berghi#top"" title=""Cuthona berghi"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355921	35544257	Joopwiki	891	52355921	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	905	104188399	0	3177781	Cuthona beta	2018-09-27T20:48:16Z	"<a href=""/wiki/Cuthona_beta#top"" title=""Cuthona beta"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355922	49037041	Joopwiki	913	52355922	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	960	104188400	0	3177783	Cuthona caerulea	2018-09-27T20:48:17Z	"<a href=""/wiki/Cuthona_caerulea#top"" title=""Cuthona caerulea"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355923	50502384	Joopwiki	968	52355923	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	909	104188401	0	3177785	Cuthona claviformis	2018-09-27T20:48:19Z	"<a href=""/wiki/Cuthona_claviformis#top"" title=""Cuthona claviformis"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355924	35544268	Joopwiki	917	52355924	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	945	104188404	0	3177787	Cuthona cocoachroma	2018-09-27T20:48:20Z	"<a href=""/wiki/Cuthona_cocoachroma#top"" title=""Cuthona cocoachroma"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355925	37276931	Joopwiki	953	52355925	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	962	104188408	0	3177789	Cuthona columbiana	2018-09-27T20:48:21Z	"<a href=""/wiki/Cuthona_columbiana#top"" title=""Cuthona columbiana"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355926	46798240	Joopwiki	970	52355926	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	929	104188415	0	3177791	Zilverblauwe knotsslak	2018-09-27T20:48:25Z	"<a href=""/wiki/Zilverblauwe_knotsslak#top"" title=""Zilverblauwe knotsslak"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355927	46891102	Joopwiki	937	52355927	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	932	104188418	0	3177793	Cuthona correai	2018-09-27T20:48:27Z	"<a href=""/wiki/Cuthona_correai#top"" title=""Cuthona correai"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355928	35544277	Joopwiki	940	52355928	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	892	104188421	0	3177795	Cuthona crinita	2018-09-27T20:48:28Z	"<a href=""/wiki/Cuthona_crinita#top"" title=""Cuthona crinita"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355929	35544282	Joopwiki	900	52355929	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	938	104188424	0	3177797	Cuthona destinyae	2018-09-27T20:48:30Z	"<a href=""/wiki/Cuthona_destinyae#top"" title=""Cuthona destinyae"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355930	35544285	Joopwiki	946	52355930	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	907	104188425	0	3177799	Cuthona diminutiva	2018-09-27T20:48:31Z	"<a href=""/wiki/Cuthona_diminutiva#top"" title=""Cuthona diminutiva"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355931	35544289	Joopwiki	915	52355931	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	884	104188426	0	3177801	Cuthona distans	2018-09-27T20:48:33Z	"<a href=""/wiki/Cuthona_distans#top"" title=""Cuthona distans"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355932	35544291	Joopwiki	892	52355932	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	911	104188429	0	3177803	Cuthona divae	2018-09-27T20:48:34Z	"<a href=""/wiki/Cuthona_divae#top"" title=""Cuthona divae"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355933	46621939	Joopwiki	919	52355933	edit	[]
/* top */Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met [[Project:AWB|AWB]]	931	104188430	0	3177805	Cuthona diversicolor	2018-09-27T20:48:37Z	"<a href=""/wiki/Cuthona_diversicolor#top"" title=""Cuthona diversicolor"">→</a>‎<span dir=""auto""><span class=""autocomment"">top: </span>Naar andere familie, replaced: Tergipedidae → Cuthonidae (3), clade1 → orde met <a href=""/wiki/Wikipedia:AWB"" class=""mw-redirect"" title=""Wikipedia:AWB"">AWB</a></span>"	104399	52355934	44207235	Joopwiki	939	52355934	edit	[]
